"trap_code","week","mosq_abundance","mosq_prevalence","temp_med","temp_med_lag1","temp_med_lag2","temp_med_lag3","temp_min","temp_min_lag1","temp_min_lag2","temp_min_lag3","temp_max","temp_max_lag1","temp_max_lag2","temp_max_lag3","hum_med","hum_med_lag1","hum_med_lag2","hum_med_lag3","hum_min","hum_min_lag1","hum_min_lag2","hum_min_lag3","hum_max","hum_max_lag1","hum_max_lag2","hum_max_lag3","prec","prec_lag1","prec_lag2","prec_lag3","avian_WNV","biodiversity","land_use_1","land_use_2","land_use_3","land_use_4","land_use_5"
"1","BONORD01","2013-W23",745,0.00126147574608043,19.6142856057143,16.4285711571429,14.0857142042857,16.67142868,13.2857144214286,10.2428571157143,8.14285714285714,10.2571427482857,26.1857141771429,22.1571429114286,19.5571426671429,22.2857140142857,69.2857142857143,64.8571428571429,69.8571428571429,71.7142857142857,41.5714285714286,42.2857142857143,47.8571428571429,46.8571428571429,91,88.4285714285714,91.2857142857143,92.4285714285714,5.099999905,0,20.499999525,18.19999969,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"2","BONORD01","2013-W25",1000,0.00102447145869357,26.0142857685714,22.3000003257143,19.6142856057143,16.4285711571429,17.7857142857143,14.5571428028571,13.2857144214286,10.2428571157143,33.6285713742857,28.9285714271429,26.1857141771429,22.1571429114286,55,63.1428571428571,69.2857142857143,64.8571428571429,31.1428571428571,37.8571428571429,41.5714285714286,42.2857142857143,85,89.4285714285714,91,88.4285714285714,0,0.400000006,5.099999905,0,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"3","BONORD01","2013-W27",400,0.00256988322389413,24.3000000542857,18.7571431557143,26.0142857685714,22.3000003257143,16.8142855514286,12.1857143128571,17.7857142857143,14.5571428028571,31.0428570342857,25.0571428028571,33.6285713742857,28.9285714271429,57.7142857142857,65.8571428571429,55,63.1428571428571,32.7142857142857,38,31.1428571428571,37.8571428571429,87.1428571428571,91,85,89.4285714285714,0,16.099999905,0,0.400000006,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"4","BONORD01","2013-W29",858,0.00267149747634397,25.0285715371429,24.7714287885714,24.3000000542857,18.7571431557143,17.7571427485714,18.2857140142857,16.8142855514286,12.1857143128571,31.4714284628571,30.7142859857143,31.0428570342857,25.0571428028571,59.2857142857143,65,57.7142857142857,65.8571428571429,35,41.1428571428571,32.7142857142857,38,86.5714285714286,89.1428571428571,87.1428571428571,91,0,5,0,16.099999905,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"5","BONORD01","2013-W30",938,0.00675892796991989,28.0714288428571,25.0285715371429,24.7714287885714,24.3000000542857,20.2857140142857,17.7571427485714,18.2857140142857,16.8142855514286,35.3571428585714,31.4714284628571,30.7142859857143,31.0428570342857,55.4285714285714,59.2857142857143,65,57.7142857142857,32.1428571428571,35,41.1428571428571,32.7142857142857,82.2857142857143,86.5714285714286,89.1428571428571,87.1428571428571,0,0,5,0,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"6","BONORD01","2013-W32",296,0.00835301866777014,27.2285712114286,26.9285714285714,28.0714288428571,25.0285715371429,20.5571428028571,18.9285714285714,20.2857140142857,17.7571427485714,34.08571434,34.0428570328571,35.3571428585714,31.4714284628571,53.8571428571429,49.7142857142857,55.4285714285714,59.2857142857143,31.4285714285714,28.8571428571429,32.1428571428571,35,77.1428571428571,73.8571428571429,82.2857142857143,86.5714285714286,6.400000095,1.700000048,0,0,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"7","BONORD01","2013-W34",383,0.00251431855961238,22.89999962,24.0571428028571,27.2285712114286,26.9285714285714,16.9857142314286,16.3714286257143,20.5571428028571,18.9285714285714,28.7857140128571,30.5285715385714,34.08571434,34.0428570328571,61.7142857142857,54.1428571428571,53.8571428571429,49.7142857142857,38.8571428571429,34.8571428571429,31.4285714285714,28.8571428571429,85.4285714285714,78.4285714285714,77.1428571428571,73.8571428571429,37.900000273,1.600000024,6.400000095,1.700000048,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"8","BONORD01","2013-W36",790,0.00120440857823158,23.6714289514286,21.0428573057143,22.89999962,24.0571428028571,16.5142859042857,15.2714287885714,16.9857142314286,16.3714286257143,30.3714283542857,27.4000001628571,28.7857140128571,30.5285715385714,61.4285714285714,68.2857142857143,61.7142857142857,54.1428571428571,35.4285714285714,40.7142857142857,38.8571428571429,34.8571428571429,88.2857142857143,91.8571428571429,85.4285714285714,78.4285714285714,0,17.600000024,37.900000273,1.600000024,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"9","BONORD01","2013-W38",200,0.00480500859739885,18.4000001628571,19.3428568171429,23.6714289514286,21.0428573057143,11.7571430201429,13.08571434,16.5142859042857,15.2714287885714,24.9571432371429,25.5571428028571,30.3714283542857,27.4000001628571,66.1428571428571,64,61.4285714285714,68.2857142857143,39,39.7142857142857,35.4285714285714,40.7142857142857,89.2857142857143,88.5714285714286,88.2857142857143,91.8571428571429,0,5.099999905,0,17.600000024,0,2.098147,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"10","BONORD01","2014-W22",200,0.00496230586801911,18.0999998371429,19.4714284628571,15.9571429657143,17.54285717,11.9857143672857,11.7428571155714,8.25714288428571,10.1142858092857,23.89999962,25.6285713742857,22.8714286257143,24.0428573057143,67.2857142857143,63.4285714285714,56.8571428571429,64,43.4285714285714,40.1428571428571,31.7142857142857,39.8571428571429,91.5714285714286,89.1428571428571,84.7142857142857,90.1428571428571,14.200000286,0,4.199999809,1.100000024,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"11","BONORD01","2014-W24",1396,0.000707395037698313,24.5857140685714,21.2714287885714,18.0999998371429,19.4714284628571,17.2857142857143,13.0142857685714,11.9857143672857,11.7428571155714,31.20000049,28.3142858242857,23.89999962,25.6285713742857,63.1428571428571,62.8571428571429,67.2857142857143,63.4285714285714,38.1428571428571,36.8571428571429,43.4285714285714,40.1428571428571,89.1428571428571,90.5714285714286,91.5714285714286,89.1428571428571,32.499999406,0,14.200000286,0,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"12","BONORD01","2014-W26",950,0.00103293159713672,22.5714285714286,20.7714282457143,24.5857140685714,21.2714287885714,17.3714283542857,14.1714288157143,17.2857142857143,13.0142857685714,27.6714284085714,26.3714286257143,31.20000049,28.3142858242857,69.5714285714286,69.4285714285714,63.1428571428571,62.8571428571429,49.7142857142857,46.4285714285714,38.1428571428571,36.8571428571429,90.4285714285714,92.1428571428571,89.1428571428571,90.5714285714286,3.600000024,4,32.499999406,0,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"13","BONORD01","2014-W28",498,0.00204006955983987,20.7428572514286,22.6285713742857,22.5714285714286,20.7714282457143,15.8428570885714,15.8714286257143,17.3714283542857,14.1714288157143,27.2428572514286,28.84285736,27.6714284085714,26.3714286257143,73.2857142857143,66.1428571428571,69.5714285714286,69.4285714285714,44.8571428571429,40.5714285714286,49.7142857142857,46.4285714285714,92.5714285714286,92.2857142857143,90.4285714285714,92.1428571428571,12.799999833,0,3.600000024,4,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"14","BONORD01","2014-W30",349,0.00295797366555289,22.0142857685714,24.9571424228571,20.7428572514286,22.6285713742857,18.25714302,17.4285715642857,15.8428570885714,15.8714286257143,26.6428568714286,31.8285707742857,27.2428572514286,28.84285736,77.7142857142857,63.5714285714286,73.2857142857143,66.1428571428571,55,37.7142857142857,44.8571428571429,40.5714285714286,95,92.5714285714286,92.5714285714286,92.2857142857143,24.600000559,0.400000006,12.799999833,0,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"15","BONORD01","2014-W32",1155,0.00291714740180813,24.2714285171429,22.5571428028571,22.0142857685714,24.9571424228571,17.6999999457143,17.8000003257143,18.25714302,17.4285715642857,30.64285687,28.3571428571429,26.6428568714286,31.8285707742857,68.2857142857143,76,77.7142857142857,63.5714285714286,42.2857142857143,51.2857142857143,55,37.7142857142857,92.5714285714286,94,95,92.5714285714286,4.699999809,66.399999145,24.600000559,0.400000006,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"16","BONORD01","2014-W34",318,0.00661625160899868,21.1142856057143,22.5428570342857,24.2714285171429,22.5571428028571,15.7999999185714,16.7714286528571,17.6999999457143,17.8000003257143,26.3285710485714,28.5714285714286,30.64285687,28.3571428571429,73.5714285714286,70.4285714285714,68.2857142857143,76,52,43.1428571428571,42.2857142857143,51.2857142857143,93.4285714285714,92.2857142857143,92.5714285714286,94,1.700000048,20.099999904,4.699999809,66.399999145,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"17","BONORD01","2014-W36",200,0.00517350569720588,19.8857143942857,22.2285712114286,21.1142856057143,22.5428570342857,15.8285715914286,15.8857142585714,15.7999999185714,16.7714286528571,24.6285713742857,28.1285716457143,26.3285710485714,28.5714285714286,76,67.2857142857143,73.5714285714286,70.4285714285714,53.2857142857143,43.5714285714286,52,43.1428571428571,93.2857142857143,92.2857142857143,93.4285714285714,92.2857142857143,9.700000048,6.5,1.700000048,20.099999904,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
"18","BONORD01","2014-W38",400,0.00247841292856612,19.4285711571429,20.01428604,19.8857143942857,22.2285712114286,14.6428572785714,14.87142849,15.8285715914286,15.8857142585714,24.5428570342857,25.8285715914286,24.6285713742857,28.1285716457143,80.7142857142857,75.7142857142857,76,67.2857142857143,58.1428571428571,49.8571428571429,53.2857142857143,43.5714285714286,95.2857142857143,95.2857142857143,93.2857142857143,92.2857142857143,8.5,59.499999999,9.700000048,6.5,0,2.526262,0.12937763004347,0.845244465841043,0,0.0253779041154876,0
